,date,year,month,day,weekday,weekday_name,weeknumber,is_weekend,is_business_day,is_holiday,holiday_name
855,2019-05-06,2019,5,6,1,Monday,19,0,1,0,
856,2019-05-07,2019,5,7,2,Tuesday,19,0,1,0,
857,2019-05-08,2019,5,8,3,Wednesday,19,0,1,0,
858,2019-05-09,2019,5,9,4,Thursday,19,0,1,0,
859,2019-05-10,2019,5,10,5,Friday,19,0,1,0,
860,2019-05-11,2019,5,11,6,Saturday,19,1,0,0,
861,2019-05-12,2019,5,12,7,Sunday,19,1,0,0,
862,2019-05-13,2019,5,13,1,Monday,20,0,1,0,
863,2019-05-14,2019,5,14,2,Tuesday,20,0,1,0,
864,2019-05-15,2019,5,15,3,Wednesday,20,0,1,0,
865,2019-05-16,2019,5,16,4,Thursday,20,0,1,0,
866,2019-05-17,2019,5,17,5,Friday,20,0,1,0,
867,2019-05-18,2019,5,18,6,Saturday,20,1,0,0,
868,2019-05-19,2019,5,19,7,Sunday,20,1,0,1, Atatürk'ü Anma Gençlik ve Spor Bayramı
869,2019-05-20,2019,5,20,1,Monday,21,0,1,0,
870,2019-05-21,2019,5,21,2,Tuesday,21,0,1,0,
871,2019-05-22,2019,5,22,3,Wednesday,21,0,1,0,
872,2019-05-23,2019,5,23,4,Thursday,21,0,1,0,
873,2019-05-24,2019,5,24,5,Friday,21,0,1,0,
874,2019-05-25,2019,5,25,6,Saturday,21,1,0,0,
875,2019-05-26,2019,5,26,7,Sunday,21,1,0,0,
876,2019-05-27,2019,5,27,1,Monday,22,0,1,0,
877,2019-05-28,2019,5,28,2,Tuesday,22,0,1,0,
878,2019-05-29,2019,5,29,3,Wednesday,22,0,1,0,
879,2019-05-30,2019,5,30,4,Thursday,22,0,1,0,
880,2019-05-31,2019,5,31,5,Friday,22,0,1,0,
881,2019-06-01,2019,6,1,6,Saturday,22,1,0,0,
882,2019-06-02,2019,6,2,7,Sunday,22,1,0,0,
883,2019-06-03,2019,6,3,1,Monday,23,0,1,0,
884,2019-06-04,2019,6,4,2,Tuesday,23,0,0,1, Ramazan Bayramı Arifesi
885,2019-06-05,2019,6,5,3,Wednesday,23,0,0,1, Ramazan Bayramı
886,2019-06-06,2019,6,6,4,Thursday,23,0,0,1, Ramazan Bayramı
887,2019-06-07,2019,6,7,5,Friday,23,0,0,1, Ramazan Bayramı
888,2019-06-08,2019,6,8,6,Saturday,23,1,0,0,
889,2019-06-09,2019,6,9,7,Sunday,23,1,0,0,
890,2019-06-10,2019,6,10,1,Monday,24,0,1,0,
891,2019-06-11,2019,6,11,2,Tuesday,24,0,1,0,
892,2019-06-12,2019,6,12,3,Wednesday,24,0,1,0,
893,2019-06-13,2019,6,13,4,Thursday,24,0,1,0,
894,2019-06-14,2019,6,14,5,Friday,24,0,1,0,
895,2019-06-15,2019,6,15,6,Saturday,24,1,0,0,
896,2019-06-16,2019,6,16,7,Sunday,24,1,0,0,
897,2019-06-17,2019,6,17,1,Monday,25,0,1,0,
898,2019-06-18,2019,6,18,2,Tuesday,25,0,1,0,
899,2019-06-19,2019,6,19,3,Wednesday,25,0,1,0,
900,2019-06-20,2019,6,20,4,Thursday,25,0,1,0,
901,2019-06-21,2019,6,21,5,Friday,25,0,1,0,
902,2019-06-22,2019,6,22,6,Saturday,25,1,0,0,
903,2019-06-23,2019,6,23,7,Sunday,25,1,0,0,
904,2019-06-24,2019,6,24,1,Monday,26,0,1,0,
905,2019-06-25,2019,6,25,2,Tuesday,26,0,1,0,
906,2019-06-26,2019,6,26,3,Wednesday,26,0,1,0,
907,2019-06-27,2019,6,27,4,Thursday,26,0,1,0,
908,2019-06-28,2019,6,28,5,Friday,26,0,1,0,
909,2019-06-29,2019,6,29,6,Saturday,26,1,0,0,
910,2019-06-30,2019,6,30,7,Sunday,26,1,0,0,
911,2019-07-01,2019,7,1,1,Monday,27,0,1,0,
912,2019-07-02,2019,7,2,2,Tuesday,27,0,1,0,
913,2019-07-03,2019,7,3,3,Wednesday,27,0,1,0,
914,2019-07-04,2019,7,4,4,Thursday,27,0,1,0,
915,2019-07-05,2019,7,5,5,Friday,27,0,1,0,
916,2019-07-06,2019,7,6,6,Saturday,27,1,0,0,
917,2019-07-07,2019,7,7,7,Sunday,27,1,0,0,
918,2019-07-08,2019,7,8,1,Monday,28,0,1,0,
919,2019-07-09,2019,7,9,2,Tuesday,28,0,1,0,
920,2019-07-10,2019,7,10,3,Wednesday,28,0,1,0,
921,2019-07-11,2019,7,11,4,Thursday,28,0,1,0,
922,2019-07-12,2019,7,12,5,Friday,28,0,1,0,
923,2019-07-13,2019,7,13,6,Saturday,28,1,0,0,
924,2019-07-14,2019,7,14,7,Sunday,28,1,0,0,
925,2019-07-15,2019,7,15,1,Monday,29,0,0,1, Demokrasi ve Milli Birlik Günü
926,2019-07-16,2019,7,16,2,Tuesday,29,0,1,0,
927,2019-07-17,2019,7,17,3,Wednesday,29,0,1,0,
928,2019-07-18,2019,7,18,4,Thursday,29,0,1,0,
929,2019-07-19,2019,7,19,5,Friday,29,0,1,0,
930,2019-07-20,2019,7,20,6,Saturday,29,1,0,0,
931,2019-07-21,2019,7,21,7,Sunday,29,1,0,0,
932,2019-07-22,2019,7,22,1,Monday,30,0,1,0,
933,2019-07-23,2019,7,23,2,Tuesday,30,0,1,0,
934,2019-07-24,2019,7,24,3,Wednesday,30,0,1,0,
935,2019-07-25,2019,7,25,4,Thursday,30,0,1,0,
936,2019-07-26,2019,7,26,5,Friday,30,0,1,0,
937,2019-07-27,2019,7,27,6,Saturday,30,1,0,0,
938,2019-07-28,2019,7,28,7,Sunday,30,1,0,0,
939,2019-07-29,2019,7,29,1,Monday,31,0,1,0,
940,2019-07-30,2019,7,30,2,Tuesday,31,0,1,0,
941,2019-07-31,2019,7,31,3,Wednesday,31,0,1,0,
942,2019-08-01,2019,8,1,4,Thursday,31,0,1,0,
943,2019-08-02,2019,8,2,5,Friday,31,0,1,0,
944,2019-08-03,2019,8,3,6,Saturday,31,1,0,0,
945,2019-08-04,2019,8,4,7,Sunday,31,1,0,0,
946,2019-08-05,2019,8,5,1,Monday,32,0,1,0,
947,2019-08-06,2019,8,6,2,Tuesday,32,0,1,0,
948,2019-08-07,2019,8,7,3,Wednesday,32,0,1,0,
949,2019-08-08,2019,8,8,4,Thursday,32,0,1,0,
950,2019-08-09,2019,8,9,5,Friday,32,0,1,0,
951,2019-08-10,2019,8,10,6,Saturday,32,1,0,1, Kurban Bayramı Arifesi
952,2019-08-11,2019,8,11,7,Sunday,32,1,0,1, Kurban Bayramı
953,2019-08-12,2019,8,12,1,Monday,33,0,0,1, Kurban Bayramı
954,2019-08-13,2019,8,13,2,Tuesday,33,0,0,1, Kurban Bayramı
955,2019-08-14,2019,8,14,3,Wednesday,33,0,0,1, Kurban Bayramı
956,2019-08-15,2019,8,15,4,Thursday,33,0,1,0,
957,2019-08-16,2019,8,16,5,Friday,33,0,1,0,
958,2019-08-17,2019,8,17,6,Saturday,33,1,0,0,
959,2019-08-18,2019,8,18,7,Sunday,33,1,0,0,
960,2019-08-19,2019,8,19,1,Monday,34,0,1,0,
961,2019-08-20,2019,8,20,2,Tuesday,34,0,1,0,
962,2019-08-21,2019,8,21,3,Wednesday,34,0,1,0,
963,2019-08-22,2019,8,22,4,Thursday,34,0,1,0,
964,2019-08-23,2019,8,23,5,Friday,34,0,1,0,
965,2019-08-24,2019,8,24,6,Saturday,34,1,0,0,
966,2019-08-25,2019,8,25,7,Sunday,34,1,0,0,
967,2019-08-26,2019,8,26,1,Monday,35,0,1,0,
968,2019-08-27,2019,8,27,2,Tuesday,35,0,1,0,
969,2019-08-28,2019,8,28,3,Wednesday,35,0,1,0,
970,2019-08-29,2019,8,29,4,Thursday,35,0,1,0,
971,2019-08-30,2019,8,30,5,Friday,35,0,0,1, Zafer Bayramı
972,2019-08-31,2019,8,31,6,Saturday,35,1,0,0,
973,2019-09-01,2019,9,1,7,Sunday,35,1,0,0,
974,2019-09-02,2019,9,2,1,Monday,36,0,1,0,
975,2019-09-03,2019,9,3,2,Tuesday,36,0,1,0,
976,2019-09-04,2019,9,4,3,Wednesday,36,0,1,0,
977,2019-09-05,2019,9,5,4,Thursday,36,0,1,0,
978,2019-09-06,2019,9,6,5,Friday,36,0,1,0,
979,2019-09-07,2019,9,7,6,Saturday,36,1,0,0,
980,2019-09-08,2019,9,8,7,Sunday,36,1,0,0,
981,2019-09-09,2019,9,9,1,Monday,37,0,1,0,
982,2019-09-10,2019,9,10,2,Tuesday,37,0,1,0,
983,2019-09-11,2019,9,11,3,Wednesday,37,0,1,0,
984,2019-09-12,2019,9,12,4,Thursday,37,0,1,0,
985,2019-09-13,2019,9,13,5,Friday,37,0,1,0,
986,2019-09-14,2019,9,14,6,Saturday,37,1,0,0,
987,2019-09-15,2019,9,15,7,Sunday,37,1,0,0,
988,2019-09-16,2019,9,16,1,Monday,38,0,1,0,
989,2019-09-17,2019,9,17,2,Tuesday,38,0,1,0,
990,2019-09-18,2019,9,18,3,Wednesday,38,0,1,0,
991,2019-09-19,2019,9,19,4,Thursday,38,0,1,0,
992,2019-09-20,2019,9,20,5,Friday,38,0,1,0,
993,2019-09-21,2019,9,21,6,Saturday,38,1,0,0,
994,2019-09-22,2019,9,22,7,Sunday,38,1,0,0,
995,2019-09-23,2019,9,23,1,Monday,39,0,1,0,
996,2019-09-24,2019,9,24,2,Tuesday,39,0,1,0,
997,2019-09-25,2019,9,25,3,Wednesday,39,0,1,0,
998,2019-09-26,2019,9,26,4,Thursday,39,0,1,0,
999,2019-09-27,2019,9,27,5,Friday,39,0,1,0,
1000,2019-09-28,2019,9,28,6,Saturday,39,1,0,0,
1001,2019-09-29,2019,9,29,7,Sunday,39,1,0,0,
1002,2019-09-30,2019,9,30,1,Monday,40,0,1,0,
1003,2019-10-01,2019,10,1,2,Tuesday,40,0,1,0,
1004,2019-10-02,2019,10,2,3,Wednesday,40,0,1,0,
1005,2019-10-03,2019,10,3,4,Thursday,40,0,1,0,
1006,2019-10-04,2019,10,4,5,Friday,40,0,1,0,
1007,2019-10-05,2019,10,5,6,Saturday,40,1,0,0,
1008,2019-10-06,2019,10,6,7,Sunday,40,1,0,0,
1009,2019-10-07,2019,10,7,1,Monday,41,0,1,0,
1010,2019-10-08,2019,10,8,2,Tuesday,41,0,1,0,
1011,2019-10-09,2019,10,9,3,Wednesday,41,0,1,0,
1012,2019-10-10,2019,10,10,4,Thursday,41,0,1,0,
1013,2019-10-11,2019,10,11,5,Friday,41,0,1,0,
1014,2019-10-12,2019,10,12,6,Saturday,41,1,0,0,
1015,2019-10-13,2019,10,13,7,Sunday,41,1,0,0,
1016,2019-10-14,2019,10,14,1,Monday,42,0,1,0,
1017,2019-10-15,2019,10,15,2,Tuesday,42,0,1,0,
1018,2019-10-16,2019,10,16,3,Wednesday,42,0,1,0,
1019,2019-10-17,2019,10,17,4,Thursday,42,0,1,0,
1020,2019-10-18,2019,10,18,5,Friday,42,0,1,0,
1021,2019-10-19,2019,10,19,6,Saturday,42,1,0,0,
1022,2019-10-20,2019,10,20,7,Sunday,42,1,0,0,
1023,2019-10-21,2019,10,21,1,Monday,43,0,1,0,
1024,2019-10-22,2019,10,22,2,Tuesday,43,0,1,0,
1025,2019-10-23,2019,10,23,3,Wednesday,43,0,1,0,
1026,2019-10-24,2019,10,24,4,Thursday,43,0,1,0,
1027,2019-10-25,2019,10,25,5,Friday,43,0,1,0,
1028,2019-10-26,2019,10,26,6,Saturday,43,1,0,0,
1029,2019-10-27,2019,10,27,7,Sunday,43,1,0,0,
1030,2019-10-28,2019,10,28,1,Monday,44,0,0,1, Cumhuriyet Bayramı
1031,2019-10-29,2019,10,29,2,Tuesday,44,0,0,1, Cumhuriyet Bayramı
1032,2019-10-30,2019,10,30,3,Wednesday,44,0,1,0,
1033,2019-10-31,2019,10,31,4,Thursday,44,0,1,0,
1034,2019-11-01,2019,11,1,5,Friday,44,0,1,0,
1035,2019-11-02,2019,11,2,6,Saturday,44,1,0,0,
1036,2019-11-03,2019,11,3,7,Sunday,44,1,0,0,
1037,2019-11-04,2019,11,4,1,Monday,45,0,1,0,
1038,2019-11-05,2019,11,5,2,Tuesday,45,0,1,0,
1039,2019-11-06,2019,11,6,3,Wednesday,45,0,1,0,
1040,2019-11-07,2019,11,7,4,Thursday,45,0,1,0,
1041,2019-11-08,2019,11,8,5,Friday,45,0,1,0,
1042,2019-11-09,2019,11,9,6,Saturday,45,1,0,0,
1043,2019-11-10,2019,11,10,7,Sunday,45,1,0,0,
1044,2019-11-11,2019,11,11,1,Monday,46,0,1,0,
1045,2019-11-12,2019,11,12,2,Tuesday,46,0,1,0,
1046,2019-11-13,2019,11,13,3,Wednesday,46,0,1,0,
1047,2019-11-14,2019,11,14,4,Thursday,46,0,1,0,
1048,2019-11-15,2019,11,15,5,Friday,46,0,1,0,
1049,2019-11-16,2019,11,16,6,Saturday,46,1,0,0,
1050,2019-11-17,2019,11,17,7,Sunday,46,1,0,0,
1051,2019-11-18,2019,11,18,1,Monday,47,0,1,0,
1052,2019-11-19,2019,11,19,2,Tuesday,47,0,1,0,
1053,2019-11-20,2019,11,20,3,Wednesday,47,0,1,0,
1054,2019-11-21,2019,11,21,4,Thursday,47,0,1,0,
1055,2019-11-22,2019,11,22,5,Friday,47,0,1,0,
1056,2019-11-23,2019,11,23,6,Saturday,47,1,0,0,
1057,2019-11-24,2019,11,24,7,Sunday,47,1,0,0,
1058,2019-11-25,2019,11,25,1,Monday,48,0,1,0,
1059,2019-11-26,2019,11,26,2,Tuesday,48,0,1,0,
1060,2019-11-27,2019,11,27,3,Wednesday,48,0,1,0,
1061,2019-11-28,2019,11,28,4,Thursday,48,0,1,0,
1062,2019-11-29,2019,11,29,5,Friday,48,0,1,0,
1063,2019-11-30,2019,11,30,6,Saturday,48,1,0,0,
1064,2019-12-01,2019,12,1,7,Sunday,48,1,0,0,
1065,2019-12-02,2019,12,2,1,Monday,49,0,1,0,
1066,2019-12-03,2019,12,3,2,Tuesday,49,0,1,0,
1067,2019-12-04,2019,12,4,3,Wednesday,49,0,1,0,
1068,2019-12-05,2019,12,5,4,Thursday,49,0,1,0,
1069,2019-12-06,2019,12,6,5,Friday,49,0,1,0,
1070,2019-12-07,2019,12,7,6,Saturday,49,1,0,0,
1071,2019-12-08,2019,12,8,7,Sunday,49,1,0,0,
1072,2019-12-09,2019,12,9,1,Monday,50,0,1,0,
1073,2019-12-10,2019,12,10,2,Tuesday,50,0,1,0,
1074,2019-12-11,2019,12,11,3,Wednesday,50,0,1,0,
1075,2019-12-12,2019,12,12,4,Thursday,50,0,1,0,
1076,2019-12-13,2019,12,13,5,Friday,50,0,1,0,
1077,2019-12-14,2019,12,14,6,Saturday,50,1,0,0,
1078,2019-12-15,2019,12,15,7,Sunday,50,1,0,0,
1079,2019-12-16,2019,12,16,1,Monday,51,0,1,0,
1080,2019-12-17,2019,12,17,2,Tuesday,51,0,1,0,
1081,2019-12-18,2019,12,18,3,Wednesday,51,0,1,0,
1082,2019-12-19,2019,12,19,4,Thursday,51,0,1,0,
1083,2019-12-20,2019,12,20,5,Friday,51,0,1,0,
1084,2019-12-21,2019,12,21,6,Saturday,51,1,0,0,
1085,2019-12-22,2019,12,22,7,Sunday,51,1,0,0,
1086,2019-12-23,2019,12,23,1,Monday,52,0,1,0,
1087,2019-12-24,2019,12,24,2,Tuesday,52,0,1,0,
1088,2019-12-25,2019,12,25,3,Wednesday,52,0,1,0,
1089,2019-12-26,2019,12,26,4,Thursday,52,0,1,0,
1090,2019-12-27,2019,12,27,5,Friday,52,0,1,0,
1091,2019-12-28,2019,12,28,6,Saturday,52,1,0,0,
1092,2019-12-29,2019,12,29,7,Sunday,52,1,0,0,
1093,2019-12-30,2020,12,30,1,Monday,1,0,1,0,
1094,2019-12-31,2020,12,31,2,Tuesday,1,0,1,0,
1095,2020-01-01,2020,1,1,3,Wednesday,1,0,0,1, Yılbaşı
1096,2020-01-02,2020,1,2,4,Thursday,1,0,1,0,
1097,2020-01-03,2020,1,3,5,Friday,1,0,1,0,
1098,2020-01-04,2020,1,4,6,Saturday,1,1,0,0,
1099,2020-01-05,2020,1,5,7,Sunday,1,1,0,0,
1100,2020-01-06,2020,1,6,1,Monday,2,0,1,0,
1101,2020-01-07,2020,1,7,2,Tuesday,2,0,1,0,
1102,2020-01-08,2020,1,8,3,Wednesday,2,0,1,0,
1103,2020-01-09,2020,1,9,4,Thursday,2,0,1,0,
1104,2020-01-10,2020,1,10,5,Friday,2,0,1,0,
1105,2020-01-11,2020,1,11,6,Saturday,2,1,0,0,
1106,2020-01-12,2020,1,12,7,Sunday,2,1,0,0,
1107,2020-01-13,2020,1,13,1,Monday,3,0,1,0,
1108,2020-01-14,2020,1,14,2,Tuesday,3,0,1,0,
1109,2020-01-15,2020,1,15,3,Wednesday,3,0,1,0,
1110,2020-01-16,2020,1,16,4,Thursday,3,0,1,0,
1111,2020-01-17,2020,1,17,5,Friday,3,0,1,0,
1112,2020-01-18,2020,1,18,6,Saturday,3,1,0,0,
1113,2020-01-19,2020,1,19,7,Sunday,3,1,0,0,
1114,2020-01-20,2020,1,20,1,Monday,4,0,1,0,
1115,2020-01-21,2020,1,21,2,Tuesday,4,0,1,0,
1116,2020-01-22,2020,1,22,3,Wednesday,4,0,1,0,
1117,2020-01-23,2020,1,23,4,Thursday,4,0,1,0,
1118,2020-01-24,2020,1,24,5,Friday,4,0,1,0,
1119,2020-01-25,2020,1,25,6,Saturday,4,1,0,0,
1120,2020-01-26,2020,1,26,7,Sunday,4,1,0,0,
1121,2020-01-27,2020,1,27,1,Monday,5,0,1,0,
1122,2020-01-28,2020,1,28,2,Tuesday,5,0,1,0,
1123,2020-01-29,2020,1,29,3,Wednesday,5,0,1,0,
1124,2020-01-30,2020,1,30,4,Thursday,5,0,1,0,
1125,2020-01-31,2020,1,31,5,Friday,5,0,1,0,
1126,2020-02-01,2020,2,1,6,Saturday,5,1,0,0,
1127,2020-02-02,2020,2,2,7,Sunday,5,1,0,0,
1128,2020-02-03,2020,2,3,1,Monday,6,0,1,0,
1129,2020-02-04,2020,2,4,2,Tuesday,6,0,1,0,
1130,2020-02-05,2020,2,5,3,Wednesday,6,0,1,0,
1131,2020-02-06,2020,2,6,4,Thursday,6,0,1,0,
1132,2020-02-07,2020,2,7,5,Friday,6,0,1,0,
1133,2020-02-08,2020,2,8,6,Saturday,6,1,0,0,
1134,2020-02-09,2020,2,9,7,Sunday,6,1,0,0,
1135,2020-02-10,2020,2,10,1,Monday,7,0,1,0,
1136,2020-02-11,2020,2,11,2,Tuesday,7,0,1,0,
1137,2020-02-12,2020,2,12,3,Wednesday,7,0,1,0,
1138,2020-02-13,2020,2,13,4,Thursday,7,0,1,0,
1139,2020-02-14,2020,2,14,5,Friday,7,0,1,0,
1140,2020-02-15,2020,2,15,6,Saturday,7,1,0,0,
1141,2020-02-16,2020,2,16,7,Sunday,7,1,0,0,
1142,2020-02-17,2020,2,17,1,Monday,8,0,1,0,
1143,2020-02-18,2020,2,18,2,Tuesday,8,0,1,0,
1144,2020-02-19,2020,2,19,3,Wednesday,8,0,1,0,
1145,2020-02-20,2020,2,20,4,Thursday,8,0,1,0,
1146,2020-02-21,2020,2,21,5,Friday,8,0,1,0,
1147,2020-02-22,2020,2,22,6,Saturday,8,1,0,0,
1148,2020-02-23,2020,2,23,7,Sunday,8,1,0,0,
1149,2020-02-24,2020,2,24,1,Monday,9,0,1,0,
1150,2020-02-25,2020,2,25,2,Tuesday,9,0,1,0,
1151,2020-02-26,2020,2,26,3,Wednesday,9,0,1,0,
1152,2020-02-27,2020,2,27,4,Thursday,9,0,1,0,
1153,2020-02-28,2020,2,28,5,Friday,9,0,1,0,
1154,2020-02-29,2020,2,29,6,Saturday,9,1,0,0,
1155,2020-03-01,2020,3,1,7,Sunday,9,1,0,0,
1156,2020-03-02,2020,3,2,1,Monday,10,0,1,0,
1157,2020-03-03,2020,3,3,2,Tuesday,10,0,1,0,
1158,2020-03-04,2020,3,4,3,Wednesday,10,0,1,0,
1159,2020-03-05,2020,3,5,4,Thursday,10,0,1,0,
1160,2020-03-06,2020,3,6,5,Friday,10,0,1,0,
1161,2020-03-07,2020,3,7,6,Saturday,10,1,0,0,
1162,2020-03-08,2020,3,8,7,Sunday,10,1,0,0,
1163,2020-03-09,2020,3,9,1,Monday,11,0,1,0,
1164,2020-03-10,2020,3,10,2,Tuesday,11,0,1,0,
1165,2020-03-11,2020,3,11,3,Wednesday,11,0,1,0,
1166,2020-03-12,2020,3,12,4,Thursday,11,0,1,0,
1167,2020-03-13,2020,3,13,5,Friday,11,0,1,0,
1168,2020-03-14,2020,3,14,6,Saturday,11,1,0,0,
1169,2020-03-15,2020,3,15,7,Sunday,11,1,0,0,
1170,2020-03-16,2020,3,16,1,Monday,12,0,1,0,
1171,2020-03-17,2020,3,17,2,Tuesday,12,0,1,0,
1172,2020-03-18,2020,3,18,3,Wednesday,12,0,1,0,
1173,2020-03-19,2020,3,19,4,Thursday,12,0,1,0,
1174,2020-03-20,2020,3,20,5,Friday,12,0,1,0,
1175,2020-03-21,2020,3,21,6,Saturday,12,1,0,0,
1176,2020-03-22,2020,3,22,7,Sunday,12,1,0,0,
1177,2020-03-23,2020,3,23,1,Monday,13,0,1,0,
1178,2020-03-24,2020,3,24,2,Tuesday,13,0,1,0,
1179,2020-03-25,2020,3,25,3,Wednesday,13,0,1,0,
1180,2020-03-26,2020,3,26,4,Thursday,13,0,1,0,
1181,2020-03-27,2020,3,27,5,Friday,13,0,1,0,
1182,2020-03-28,2020,3,28,6,Saturday,13,1,0,0,
1183,2020-03-29,2020,3,29,7,Sunday,13,1,0,0,
1184,2020-03-30,2020,3,30,1,Monday,14,0,1,0,
1185,2020-03-31,2020,3,31,2,Tuesday,14,0,1,0,
1186,2020-04-01,2020,4,1,3,Wednesday,14,0,1,0,
1187,2020-04-02,2020,4,2,4,Thursday,14,0,1,0,
1188,2020-04-03,2020,4,3,5,Friday,14,0,1,0,
1189,2020-04-04,2020,4,4,6,Saturday,14,1,0,0,
1190,2020-04-05,2020,4,5,7,Sunday,14,1,0,0,
1191,2020-04-06,2020,4,6,1,Monday,15,0,1,0,
1192,2020-04-07,2020,4,7,2,Tuesday,15,0,1,0,
1193,2020-04-08,2020,4,8,3,Wednesday,15,0,1,0,
1194,2020-04-09,2020,4,9,4,Thursday,15,0,1,0,
1195,2020-04-10,2020,4,10,5,Friday,15,0,1,0,
1196,2020-04-11,2020,4,11,6,Saturday,15,1,0,0,
1197,2020-04-12,2020,4,12,7,Sunday,15,1,0,0,
1198,2020-04-13,2020,4,13,1,Monday,16,0,1,0,
1199,2020-04-14,2020,4,14,2,Tuesday,16,0,1,0,
1200,2020-04-15,2020,4,15,3,Wednesday,16,0,1,0,
1201,2020-04-16,2020,4,16,4,Thursday,16,0,1,0,
1202,2020-04-17,2020,4,17,5,Friday,16,0,1,0,
1203,2020-04-18,2020,4,18,6,Saturday,16,1,0,0,
1204,2020-04-19,2020,4,19,7,Sunday,16,1,0,0,
1205,2020-04-20,2020,4,20,1,Monday,17,0,1,0,
1206,2020-04-21,2020,4,21,2,Tuesday,17,0,1,0,
1207,2020-04-22,2020,4,22,3,Wednesday,17,0,1,0,
1208,2020-04-23,2020,4,23,4,Thursday,17,0,0,1, Ulusal Egemenlik ve Çocuk Bayramı
1209,2020-04-24,2020,4,24,5,Friday,17,0,1,0,
1210,2020-04-25,2020,4,25,6,Saturday,17,1,0,0,
1211,2020-04-26,2020,4,26,7,Sunday,17,1,0,0,
1212,2020-04-27,2020,4,27,1,Monday,18,0,1,0,
1213,2020-04-28,2020,4,28,2,Tuesday,18,0,1,0,
1214,2020-04-29,2020,4,29,3,Wednesday,18,0,1,0,
1215,2020-04-30,2020,4,30,4,Thursday,18,0,1,0,
1216,2020-05-01,2020,5,1,5,Friday,18,0,0,1, Emek ve Dayanışma Günü
1217,2020-05-02,2020,5,2,6,Saturday,18,1,0,0,
1218,2020-05-03,2020,5,3,7,Sunday,18,1,0,0,
1219,2020-05-04,2020,5,4,1,Monday,19,0,1,0,
1220,2020-05-05,2020,5,5,2,Tuesday,19,0,1,0,
1221,2020-05-06,2020,5,6,3,Wednesday,19,0,1,0,
1222,2020-05-07,2020,5,7,4,Thursday,19,0,1,0,
1223,2020-05-08,2020,5,8,5,Friday,19,0,1,0,
1224,2020-05-09,2020,5,9,6,Saturday,19,1,0,0,
1225,2020-05-10,2020,5,10,7,Sunday,19,1,0,0,
1226,2020-05-11,2020,5,11,1,Monday,20,0,1,0,
1227,2020-05-12,2020,5,12,2,Tuesday,20,0,1,0,
1228,2020-05-13,2020,5,13,3,Wednesday,20,0,1,0,
1229,2020-05-14,2020,5,14,4,Thursday,20,0,1,0,
1230,2020-05-15,2020,5,15,5,Friday,20,0,1,0,
1231,2020-05-16,2020,5,16,6,Saturday,20,1,0,0,
1232,2020-05-17,2020,5,17,7,Sunday,20,1,0,0,
1233,2020-05-18,2020,5,18,1,Monday,21,0,1,0,
1234,2020-05-19,2020,5,19,2,Tuesday,21,0,0,1, Atatürk'ü Anma Gençlik ve Spor Bayramı
1235,2020-05-20,2020,5,20,3,Wednesday,21,0,1,0,
1236,2020-05-21,2020,5,21,4,Thursday,21,0,1,0,
1237,2020-05-22,2020,5,22,5,Friday,21,0,1,0,
1238,2020-05-23,2020,5,23,6,Saturday,21,1,0,1, Ramazan Bayramı Arifesi
1239,2020-05-24,2020,5,24,7,Sunday,21,1,0,1, Ramazan Bayramı
1240,2020-05-25,2020,5,25,1,Monday,22,0,0,1, Ramazan Bayramı
1241,2020-05-26,2020,5,26,2,Tuesday,22,0,0,1, Ramazan Bayramı
1242,2020-05-27,2020,5,27,3,Wednesday,22,0,1,0,
1243,2020-05-28,2020,5,28,4,Thursday,22,0,1,0,
1244,2020-05-29,2020,5,29,5,Friday,22,0,1,0,
1245,2020-05-30,2020,5,30,6,Saturday,22,1,0,0,
1246,2020-05-31,2020,5,31,7,Sunday,22,1,0,0,
1247,2020-06-01,2020,6,1,1,Monday,23,0,1,0,
1248,2020-06-02,2020,6,2,2,Tuesday,23,0,1,0,
1249,2020-06-03,2020,6,3,3,Wednesday,23,0,1,0,
1250,2020-06-04,2020,6,4,4,Thursday,23,0,1,0,
1251,2020-06-05,2020,6,5,5,Friday,23,0,1,0,
1252,2020-06-06,2020,6,6,6,Saturday,23,1,0,0,
1253,2020-06-07,2020,6,7,7,Sunday,23,1,0,0,
1254,2020-06-08,2020,6,8,1,Monday,24,0,1,0,
1255,2020-06-09,2020,6,9,2,Tuesday,24,0,1,0,
1256,2020-06-10,2020,6,10,3,Wednesday,24,0,1,0,
1257,2020-06-11,2020,6,11,4,Thursday,24,0,1,0,
1258,2020-06-12,2020,6,12,5,Friday,24,0,1,0,
1259,2020-06-13,2020,6,13,6,Saturday,24,1,0,0,
1260,2020-06-14,2020,6,14,7,Sunday,24,1,0,0,
1261,2020-06-15,2020,6,15,1,Monday,25,0,1,0,
1262,2020-06-16,2020,6,16,2,Tuesday,25,0,1,0,
1263,2020-06-17,2020,6,17,3,Wednesday,25,0,1,0,
1264,2020-06-18,2020,6,18,4,Thursday,25,0,1,0,
1265,2020-06-19,2020,6,19,5,Friday,25,0,1,0,
1266,2020-06-20,2020,6,20,6,Saturday,25,1,0,0,
1267,2020-06-21,2020,6,21,7,Sunday,25,1,0,0,
1268,2020-06-22,2020,6,22,1,Monday,26,0,1,0,
1269,2020-06-23,2020,6,23,2,Tuesday,26,0,1,0,
1270,2020-06-24,2020,6,24,3,Wednesday,26,0,1,0,
1271,2020-06-25,2020,6,25,4,Thursday,26,0,1,0,
1272,2020-06-26,2020,6,26,5,Friday,26,0,1,0,
